,Response,Test Stim,Test Speed,Correct,Time,Stim Time
0,right,mirror,24.0,True,1.6419777870178223,1.0
1,left,log,-32.0,True,1.2274680137634277,1.0
2,left,log,-24.0,True,1.109694004058838,1.0
3,right,log,24.0,True,3.4057352542877197,1.0
4,left,log,-16.0,True,1.0175857543945312,1.0
5,left,mirror,-8.0,True,2.172632932662964,1.0
6,right,log,40.0,True,2.0937130451202393,0.8714285714285714
7,right,mirror,32.0,True,2.1593170166015625,0.8714285714285714
8,right,mirror,40.0,True,1.2705280780792236,0.8714285714285714
9,right,mirror,8.0,True,1.3604140281677246,0.8714285714285714
10,right,mirror,0.0,False,1.6978178024291992,0.8714285714285714
11,right,log,40.0,True,1.7693109512329102,0.8714285714285714
12,right,mirror,40.0,True,1.366894006729126,0.7428571428571429
13,right,log,8.0,True,2.529386043548584,0.7428571428571429
14,right,mirror,32.0,True,1.5524060726165771,0.7428571428571429
15,left,log,-8.0,True,1.3321619033813477,0.7428571428571429
16,right,mirror,24.0,True,1.9219410419464111,0.7428571428571429
17,left,mirror,-32.0,True,1.690061092376709,0.7428571428571429
18,left,log,-16.0,True,1.7184820175170898,0.6142857142857142
19,right,log,40.0,True,1.4316160678863525,0.6142857142857142
20,left,mirror,-8.0,True,1.4368531703948975,0.6142857142857142
21,left,mirror,-8.0,True,1.239163875579834,0.6142857142857142
22,right,log,8.0,True,1.2499220371246338,0.6142857142857142
23,right,log,8.0,True,1.129244089126587,0.6142857142857142
24,left,mirror,-24.0,True,1.0061619281768799,0.48571428571428565
25,left,mirror,-40.0,True,1.0513019561767578,0.48571428571428565
26,right,mirror,24.0,True,1.2157361507415771,0.48571428571428565
27,right,log,8.0,True,0.9813699722290039,0.48571428571428565
28,left,log,-40.0,True,0.9657928943634033,0.48571428571428565
29,right,log,24.0,True,1.018488883972168,0.48571428571428565
30,left,log,-16.0,True,0.8622851371765137,0.3571428571428571
31,right,mirror,16.0,True,1.1950106620788574,0.3571428571428571
32,left,mirror,-40.0,True,0.7597010135650635,0.3571428571428571
33,right,log,40.0,True,0.7397608757019043,0.3571428571428571
34,left,log,-24.0,True,0.7421450614929199,0.3571428571428571
35,left,log,-32.0,True,0.8955748081207275,0.3571428571428571
36,right,mirror,8.0,True,0.890733003616333,0.22857142857142843
37,left,mirror,8.0,False,0.8460769653320312,0.22857142857142843
38,right,log,8.0,True,1.2112369537353516,0.22857142857142843
